origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione,NAME
cdec,vittima della Shoah,"Saltiel, Moise",1944-01-24,24 gennaio 1944,Agliana,43.90246,11.00531,Pistoia,Toscana,Italia,nazisti,rastrellamento,1,Auschwitz,"Saltiel, Moise"
cdec,vittima della Shoah,"Schwarz, Liselotte",1944-01-24,24 gennaio 1944,Agliana,43.90246,11.00531,Pistoia,Toscana,Italia,nn,rastrellamento,1,Auschwitz,"Schwarz, Liselotte"
cdec,vittima della Shoah,"Bachi, Pia",1943-12-07,7 dicembre 1943,Alassio,44.00393,8.16713,Savona,Liguria,Italia,fascisti,rastrellamento,1,Auschwitz,"Bachi, Pia"
cdec,vittima della Shoah,"Levi, Elena",1944-04-15,15 aprile 1944,Alassio,44.00393,8.16713,Savona,Liguria,Italia,fascisti,rastrellamento,1,Auschwitz,"Levi, Elena"
cdec,vittima della Shoah,"Wollisch, Roberto",1944-04-15,15 aprile 1944,Alassio,44.00393,8.16713,Savona,Liguria,Italia,nn,rastrellamento,1,Buchenwald,"Wollisch, Roberto"
cdec,vittima della Shoah,"Colonna, Palmira",1944-04-16,16 aprile 1944,Alassio,44.00393,8.16713,Savona,Liguria,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Colonna, Palmira"
cdec,vittima della Shoah,"Fubini, Rosetta",1944-04-17,17 aprile 1944,Alassio,44.00393,8.16713,Savona,Liguria,Italia,nn,rastrellamento,1,Auschwitz,"Fubini, Rosetta"
cdec,vittima della Shoah,"Sacerdote, Teodoro",1944-04-17,17 aprile 1944,Alassio,44.00393,8.16713,Savona,Liguria,Italia,nn,rastrellamento,1,nn,"Sacerdote, Teodoro"
cdec,vittima della Shoah,"Hirschl, Vera",1943-12-17,17 dicembre 1943,Alba,44.6999,8.0347,Cuneo,Piemonte,Italia,fascisti,rastrellamento,1,Auschwitz,"Hirschl, Vera"
cdec,vittima della Shoah,"Weisser, Paolo",1944-10-10,10 ottobre 1944,Alba,44.6999,8.0347,Cuneo,Piemonte,Italia,nn,rastrellamento,1,Flossenburg,"Weisser, Paolo"
cdec,vittima della Shoah,"Rubinfeld, Enrica",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Rubinfeld, Enrica"
cdec,vittima della Shoah,"Slukin, Anna",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Slukin, Anna"
cdec,vittima della Shoah,"Geltner, Minka Sara",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Geltner, Minka Sara"
cdec,vittima della Shoah,"Geltner, Renee",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Geltner, Renee"
cdec,vittima della Shoah,"Geltner, Salomone",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Geltner, Salomone"
cdec,vittima della Shoah,"Lublinski, Lipa",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Lublinski, Lipa"
cdec,vittima della Shoah,"Rubinfeld, Chaim",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Rubinfeld, Chaim"
cdec,vittima della Shoah,"Rubinfeld, Edward",1943-12-10,10 dicembre 1943,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Rubinfeld, Edward"
cdec,vittima della Shoah,"Heier, Fanny",1944-01-30,30 gennaio 1944,Albettone,45.35811,11.5843,Vicenza,Veneto,Italia,fascisti,rastrellamento,1,Auschwitz,"Heier, Fanny"
cdec,vittima della Shoah,"Procaccia, Ernesto",1943-01-01,1 gennaio 1943,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Procaccia, Ernesto"
cdec,vittima della Shoah,"Foa, Giacomo",1944-02-13,13 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Foa, Giacomo"
cdec,vittima della Shoah,"Foa, Sansone",1944-02-13,13 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Foa, Sansone"
cdec,vittima della Shoah,"Foa, Sergio",1944-02-13,13 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Foa, Sergio"
cdec,vittima della Shoah,"Carmi, Ermene Ester",1944-02-16,16 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Carmi, Ermene Ester"
cdec,vittima della Shoah,"Carmi, Colomba Ermellina",1944-02-16,16 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Carmi, Colomba Ermellina"
cdec,vittima della Shoah,"De Benedetti, Ida",1944-02-16,16 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"De Benedetti, Ida"
cdec,vittima della Shoah,"Segré, Italia",1944-02-16,16 febbraio 1944,Alessandria,44.90924,8.61007,Alessandria,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Segré, Italia"
cdec,vittima della Shoah,"nazisti, Ada",1943-12-01,1 dicembre 1943,Ambivere,45.43326,12.33597,Trieste,Friuli-Venezia Giulia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"nazisti, Ada"
cdec,vittima della Shoah,"Levi, Clara",1943-12-01,1 dicembre 1943,Ambivere,45.64953,13.77678,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Clara"
cdec,vittima della Shoah,"Levi, Elda",1943-12-01,1 dicembre 1943,Ambivere,45.71958,9.55015,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Elda"
cdec,vittima della Shoah,"Levi, Laura",1943-12-01,1 dicembre 1943,Ambivere,45.71958,9.55015,Bergamo,Lombardia,Italia,fascisti,rastrellamento,1,Auschwitz,"Levi, Laura"
cdec,vittima della Shoah,"Levi, Lia Marta",1943-12-01,1 dicembre 1943,Ambivere,45.71958,9.55015,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Lia Marta"
cdec,vittima della Shoah,"Levi, Nora",1943-12-01,1 dicembre 1943,Ambivere,45.71958,9.55015,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Nora"
cdec,vittima della Shoah,"nazisti, Emma Bianca",1943-12-01,1 dicembre 1943,Ambivere,45.71958,9.55015,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"nazisti, Emma Bianca"
cdec,vittima della Shoah,"Schnapp Littman, Eisig",1943-11-30,30 novembre 1943,Antisciana,44.11972,10.38704,Lucca,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Schnapp Littman, Eisig"
cdec,vittima della Shoah,"Schnapp, Gerda",1943-11-30,30 novembre 1943,Antisciana,44.11972,10.38704,Lucca,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Schnapp, Gerda"
cdec,vittima della Shoah,"Elfer, Eugenio",1944-01-01,1 gennaio 1944,Anzio,41.45263,12.62157,Roma,Lazio,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Elfer, Eugenio"
cdec,vittima della Shoah,"Spitz, Alberto Riccardo",1943-12-12,12 dicembre 1943,Appiano Gentile,45.73499,8.98103,Como,Lombardia,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Spitz, Alberto Riccardo"
cdec,vittima della Shoah,"Bertiner, Berta",1943-11-30,30 novembre 1943,Appignano,43.36276,13.34768,Macerata,Marche,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bertiner, Berta"
cdec,vittima della Shoah,"Carcassoni, Eugenia",1944-02-19,19 febbraio 1944,Appignano,43.36276,13.34768,Macerata,Marche,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Carcassoni, Eugenia"
cdec,vittima della Shoah,"Loewenthal, Guido",1944-02-19,19 febbraio 1944,Appignano,43.36276,13.34768,Macerata,Marche,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Loewenthal, Guido"
cdec,vittima della Shoah,"Melli, Vittoria",1944-03-14,14 marzo 1944,Aquileia,45.7683,13.36779,Udine,Friuli-Venezia Giulia,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Melli, Vittoria"
cdec,vittima della Shoah,"Berger, Adolf",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Berger, Adolf"
cdec,vittima della Shoah,"Bermann, Friedrich",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bermann, Friedrich"
cdec,vittima della Shoah,"Brosan, Berta",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Brosan, Berta"
cdec,vittima della Shoah,"Gorniki, Mosè",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Gorniki, Mosè"
cdec,vittima della Shoah,"Landmann, Mendel",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Landmann, Mendel"
cdec,vittima della Shoah,"Landmann, Rita",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Ravensbrueck,"Landmann, Rita"
cdec,vittima della Shoah,"Landmann, Simon",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Landmann, Simon"
cdec,vittima della Shoah,"Lauterstein, Hanna",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Lauterstein, Hanna"
cdec,vittima della Shoah,"Mosbach, Egon Sigmund",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Mosbach, Egon Sigmund"
cdec,vittima della Shoah,"Popper, Gertrude",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Popper, Gertrude"
cdec,vittima della Shoah,"Salzer, Edmondo",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Salzer, Edmondo"
cdec,vittima della Shoah,"Sattler, Caterina",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Bergen Belsen,"Sattler, Caterina"
cdec,vittima della Shoah,"Sobalska, Rachele",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Sobalska, Rachele"
cdec,vittima della Shoah,"Steiner, Ernst",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Steiner, Ernst"
cdec,vittima della Shoah,"Stern, Josephine",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,rastrellamento,1,Auschwitz,"Stern, Josephine"
cdec,vittima della Shoah,"Triebfeder, Nathan",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Triebfeder, Nathan"
cdec,vittima della Shoah,"Turteltaub, Edmondo",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Turteltaub, Edmondo"
cdec,vittima della Shoah,"Turteltaub, Hans",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Turteltaub, Hans"
cdec,vittima della Shoah,"Turteltaub, Walter",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Turteltaub, Walter"
cdec,vittima della Shoah,"Wodak, Mary Sara",1943-12-12,12 dicembre 1943,Arcidosso,42.87162,11.53599,Grosseto,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Wodak, Mary Sara"
cdec,vittima della Shoah,"Foà, Giacomo",1944-01-28,28 gennaio 1944,Arcisate,45.85578,8.86823,Varese,Lombardia,Italia,fascisti,rastrellamento,1,Auschwitz,"Foà, Giacomo"
cdec,vittima della Shoah,"Treves, Adelaide",1944-01-28,28 gennaio 1944,Arcisate,45.85578,8.86823,Varese,Lombardia,Italia,fascisti,rastrellamento,1,Auschwitz,"Treves, Adelaide"
cdec,vittima della Shoah,"Cassin, Arturo Salomone",1943-12-04,4 dicembre 1943,Arco,45.91772,10.88672,Trento,Trentino-Alto Adige,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Cassin, Arturo Salomone"
cdec,vittima della Shoah,"Zelikowski, Leo",1943-12-21,21 dicembre 1943,Arco,45.91772,10.88672,Trento,Trentino-Alto Adige,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Zelikowski, Leo"
cdec,vittima della Shoah,"Haas, Eva",1943-12-21,21 dicembre 1943,Arco,45.91772,10.88672,Trento,Trentino-Alto Adige,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Haas, Eva"
cdec,vittima della Shoah,"nazisti, Gino",1944-05-02,2 maggio 1944,Arco,45.43326,12.33597,Trento,Trentino-Alto Adige,Italia,fascisti,rastrellamento,1,Auschwitz,"nazisti, Gino"
cdec,vittima della Shoah,"Misul, Frida",1944-04-01,1 aprile 1944,Ardenza,43.516009,10.325169,Livorno,Toscana,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Misul, Frida"
cdec,vittima della Shoah,"Birkenfeld, Ignaz",1942-11-30,30 novembre 1942,Arezzo,43.46276,11.88068,Arezzo,Toscana,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Birkenfeld, Ignaz"
cdec,vittima della Shoah,"Grossberger, Francesca",1943-11-30,30 novembre 1943,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Grossberger, Francesca"
cdec,vittima della Shoah,"Rosenfeld, Ottone",1943-12-01,1 dicembre 1943,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Rosenfeld, Ottone"
cdec,vittima della Shoah,"Araf, [Nome ignoto]",1944-09-04,4 settembre 1944,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Araf, [Nome ignoto]"
cdec,vittima della Shoah,"Araf, [Nome ignoto]",1944-09-04,4 settembre 1944,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Araf, [Nome ignoto]"
cdec,vittima della Shoah,"Benrey, Moise",1944-09-04,4 settembre 1944,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Benrey, Moise"
cdec,vittima della Shoah,"Jerusalmi, Maria",1944-09-04,4 settembre 1944,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Jerusalmi, Maria"
cdec,vittima della Shoah,"Tagger, Eliezer",1944-09-04,4 settembre 1944,Argegno,45.94218,9.12635,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Tagger, Eliezer"
cdec,vittima della Shoah,"Hasson, Vittoria",1944-09-04,4 settembre 1944,Argegno,45.945319,9.127578,Como,Lombardia,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Hasson, Vittoria"
cdec,vittima della Shoah,"Bardavid, Mary",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Bardavid, Mary"
cdec,vittima della Shoah,"Cantoni Mamiani Della Rovere, Vittorio Angelo",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Cantoni Mamiani Della Rovere, Vittorio Angelo"
cdec,vittima della Shoah,"Coen, Margherita",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Coen, Margherita"
cdec,vittima della Shoah,"Finzi, Irma",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Finzi, Irma"
cdec,vittima della Shoah,"Kleinberger, Clara",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Kleinberger, Clara"
cdec,vittima della Shoah,"Modiano, Carlo Elia",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Modiano, Carlo Elia"
cdec,vittima della Shoah,"Modiano, Giacomo Elia",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Modiano, Giacomo Elia"
cdec,vittima della Shoah,"Modiano, Grazia",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Modiano, Grazia"
cdec,vittima della Shoah,"Rakosi, Tiberio Alexander",1943-09-15,15 settembre 1943,Arona,45.80422,11.35582,Vicenza,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,nn,"Rakosi, Tiberio Alexander"
cdec,vittima della Shoah,"Stabholz, Menasse",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Stabholz, Menasse"
cdec,vittima della Shoah,"Freund, Anna Elena",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Freund, Anna Elena"
cdec,vittima della Shoah,"Jostowitz, Clara",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Jostowitz, Clara"
cdec,vittima della Shoah,"Riesenfeld, Berthold",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in stato di detenzione,1,Auschwitz,"Riesenfeld, Berthold"
cdec,vittima della Shoah,"Riesenfeld, Hans",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Riesenfeld, Hans"
cdec,vittima della Shoah,"Schatz, Jakob",1943-12-16,16 dicembre 1943,Arsiero,45.80422,11.35582,Vicenza,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Schatz, Jakob"
cdec,vittima della Shoah,"Prister, Sara Luigia",1943-10-08,8 ottobre 1943,Ascoli Piceno,42.85351,13.57395,Ascoli Piceno,Marche,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Prister, Sara Luigia"
cdec,vittima della Shoah,"Nasch, Karl",1943-10-10,10 ottobre 1943,Ascoli Piceno,42.85351,13.57395,Ascoli Piceno,Marche,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Nasch, Karl"
cdec,vittima della Shoah,"Leon, Alessandro",1944-05-01,1 maggio 1944,Asolo,45.78854,11.91701,Treviso,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Leon, Alessandro"
cdec,vittima della Shoah,"Jona, Luigi",1943-01-01,1 gennaio 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Jona, Luigi"
cdec,vittima della Shoah,"Weiss, Felicita",1943-12-01,1 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Weiss, Felicita"
cdec,vittima della Shoah,"Weiss, Mira",1943-12-01,1 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Weiss, Mira"
cdec,vittima della Shoah,"Haim, Giza",1943-12-01,1 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Haim, Giza"
cdec,vittima della Shoah,"Rozay, Teodoro Elia",1943-12-01,1 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Rozay, Teodoro Elia"
cdec,vittima della Shoah,"Dresner, Lisa",1943-12-01,1 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Dresner, Lisa"
cdec,vittima della Shoah,"Foa, Italo",1943-12-21,21 dicembre 1943,Asti,44.90162,8.20751,Asti,Piemonte,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Foa, Italo"
