origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione
atlante_stragi,uccisione con armi da fuoco,SOLAROLO 29.09.1944,1944-09-29,29 settembre 1944,Solarolo,44.3603703,11.8434912,Ravenna,Emilia-Romagna,Italia,nazifascisti,rastrellamento,2,"L'escalation della violenza prosegue per tutta l'estate del 1944. A metà giugno il questore Neri ha ordinato, con la massima segretezza, ad alcuni agenti di PS la compilazione di elenchi di antifascisti, desumendone i nomi dai fascicoli esistenti nell’ufficio politico, per consegnarli alla SS tedesca e alla federazione fascista. Ciò che sin dall'ottobre del 1943 avveniva in modo informale"" per l'individuazione delle vittime delle uccisioni isolate, diventa sistema. Le liste delle persone invise al fascismo sono impiegate sia per la prosecuzione degli omicidi che per l'esecuzione delle stragi. Il 29 settembre Vincenzo Zannoni e Romolo Babini, appartenenti entrambi alla GNR del presidio di Solarolo, fermano due giovani per esaminarne i documenti di identità.  Eseguita la verifica li rilasciano, ma poco dopo li fermarono nuovamente invitandoli a seguirli alla caserma della GNR. A questa richiesta i due giovani fuggono. I militi ne inseguono solo uno e mentre sta attraversando la piazza affollata di persone, Babini spara un colpo di rivoltella senza colpirlo mentre Zannoni grida: «sparategli che è un partigiano». A questo grido una sentinella tedesca spara verso il giovane uccidendolo. Successivamente si saprà che si tratta di Angelo Capucci."""
atlante_stragi,fucilazione,"Strada Casale, Brisighella, 05.08.1944",1944-08-05,5 agosto 1944,Strada Casale,44.2218069,11.7690457,Ravenna,Emilia-Romagna,Italia,nazifascisti,rappresaglia,6,"Nel mese di luglio, nella provincia di Ravenna, si assiste a un crescendo della violenza nazifascista coincidente sia con la costituzione delle Brigate Nere, sia con la pubblicazione di una serie di disposizioni tedesche che chiariscono definitivamente i rapporti con la popolazione. L’appello di Kesselring attribuisce definitivamente la responsabilità della durezza delle misure antiguerriglia tedesche alla popolazione, mentre gli ordini del generale Lemelsen, al comando della 14ª armata, stabiliscono che ogni atto di violenza partigiana sia immediatamente vendicato attraverso rappresaglie sulla popolazione. Le ritorsioni sulla popolazione non devono però avvenire in maniera indiscriminata. Infatti la scelta delle vittime si basa su criteri precisi che non sono più quelli del sesso e dell’età, ma quelli dell’appartenenza politica. Ad essere risparmiati non saranno più le donne, i vecchi e i bambini, ma i soli fascisti, ovvero i soli alleati, in Europa, dei nazisti. Fino a che punto, però, questi ordini e quelli precedenti sono applicati?Da giugno ad agosto si assiste ad un aumento dei casi di strage e omicidio.In agosto, in seguito all’avvicinarsi del fronte, anche dalle fila partigiane sono emanati ordini che sostengono la necessità di intensificare le azioni di sabotaggio soprattutto per quanto riguarda le vie di comunicazione stradali e ferroviarie. Per i tedeschi diviene quindi costante il problema delle retrovie sicure al fine non solo di garantire rifornimenti di ogni genere, ma anche allo scopo di avere una veloce e certa via di fuga. Sempre all’inizio di agosto, il Cumer incita all’uccisione degli invasori, evidenziando come esistano ancora reparti che «evitavano sistematicamente il combattimento con i tedeschi» anche laddove è possibile arrecare loro molte più perdite di quelle che i partigiani potrebbero subire».Ed ancora, nell’estate del 1944 viene combattuta una vera e propria “battaglia per il grano” nella quale è determinante l’apporto della popolazione intera, a partire dai contadini che costituiscono le Sap per arrivare ai proprietari di terreni e trebbiatrici.A fianco della “battaglia per il grano” non vanno poi dimenticati gli scioperi che proseguono fino a settembre.Infine a partire da agosto si registrarono defezioni e fermenti di rivolta anche tra le forze tedesche. Alla fine del mese i «soldati russi della divisione Turkestan n. 162, reggimento 914 fanteria stabile organizzeranno una rivolta contro i tedeschi» chiedendo di mettersi in contatto con i partigiani.In questo scenario i fascisti e i tedeschi non fanno più alcuna distinzione tra dissenso, ribellione e resistenza della popolazione nei confronti della quale reagiscono con strumenti di terrore di massa come i rastrellamenti e le stragi e strumenti di terrore individuale come la tortura e l’omicidio.La strage di Strada Casale si inserisce in questo contesto.Pier Carlo Ronchi è nato a Fognano nel 1926 e si è arruolato nella brigata nera locale. Il 2 agosto, in seguito all’uccisione in località Casale, di cinque tedeschi, Ronchi partecipa insieme con vari militari tedeschi, ad un rastrellamento sul posto senza che sia catturato alcun ribelle. Per rappresaglia i tedeschi incendiano alcune case. Guido Liverani, abitante nel fondo Poggiolo nella parrocchia Casale, assiste alla devastazione della propria casa ad opera di SS tedesche e brigatisti locali. Gli sono asportati 15 q.li di patate, due pecore e altri beni per un danno complessivo di 700.000 lire. Anche Luigi Graziani vede andare a fuoco la propria abitazione per un danno di 600.000 lire.Non paghi di questa azione, i rastrellatori, pur non trovando «ribelli», arrestano una trentina di persone tra donne e vecchi. Per ultimare la rappresaglia i nazisti prelevano dalle carceri di Forlì cinque ostaggi e li fucilano sul luogo in cui sono stati attaccati i loro commilitoni. Assistono alla fucilazione il comandante della brigata nera di Fognano, Amadio Cavalli, il vicesegretario del fascio di Fognano, Angelo Piancastelli e le persone fermate. Nel loro rapporto mensile i tedeschi scriveranno di aver attuato una «rappresaglia per agguato», arrestando un gran numero di civili, dando alle fiamme due case e fucilando «cinque comunisti».Un giornalista dell’epoca, Antonio Mambelli di Forlì, si appunterà in data 6 agosto:«I tedeschi catturano e fucilano in Casale di Fognano il maestro Gino Carnaccini di 25 anni forlivese, un Amilcare Piancaldini da Firenzuola ed altri due di cui ignorasi il nome non messo nel motivo: i 4 infelici sono sepolti in una fossa comune. Sembra che uno di essi sia Pasquale Comandino di Aristide di anni 17, da Cesena. La famiglia Carnaccini, disperata per la scomparsa del congiunto, invano si era recata alla federazione fascista; i tedeschi fucilano, inoltre, il partigiano Giuseppe Giacomoni da Longiano».E in data 8 agosto:«L’autorità germanica consegna alla famiglia Carnaccini il portafogli contenente 800 lire, gli occhiali e la cintura del figlio Gino fucilato con altri in Casale di Fognano; il povero giovane era mancante di un piede»."
atlante_stragi,fucilazione,VILLANOVA DI BAGNACAVALLO 19.07.1944,1944-07-19,19 luglio 1944,Villanova di Bagnacavallo,44.4454299,12.0511341,Ravenna,Emilia-Romagna,Italia,nazifascisti,punitivo,4,"In luglio i rastrellamenti diventano uno strumento non solo di “ripulitura” del territorio dalle «bande», ma anche un mezzo necessario per il mantenimento dell’economia di guerra nazista. Nel corso del mese precedente gli «umori della popolazione» sono notevolmente peggiorati. All’opinione diffusa sull’imminente arrivo delle truppe angloamericane si sono aggiunte le violenze contro i civili perpetrate dalle truppe tedesche acquartierate temporaneamente in singole località. I soldati procedono alla «confisca sistematica di mezzi di trasporto meccanici e a trazione animale e di generi alimentari». Ma ancora più inquietanti sono le razzie compiute dalle truppe in transito. La popolazione urbana tende a trasferirsi in campagna determinando una diminuzione della manodopera nelle città e nei centri di lavoro. «Addirittura la popolazione rurale solitamente laboriosa sta rinunciando a darsi da fare aspettando l’evolversi degli eventi. In alcune zone la resistenza passiva si va trasformando in sabotaggio». Gli attacchi aerei rendono del tutto inutile la propaganda nazista praticata nelle province di Ravenna e Forlì per pubblicizzare la paga distribuita agli operai che prestino lavoro volontario nella Todt.Ancora alla fine di giugno si accolgono i “ritardatari” delle classi 1920 e 1926 chiamati a presentarsi, per il «servizio del lavoro» dal 15 al 24 giugno. Le risposte variano da provincia a provincia: per la classe 1926 si presentano a Ferrara 553 richiamati su 2.500, a Forlì 82 su 4.000, a Ravenna 51 su 1.800; mentre per la classe 1920 a Ferrara 135 su 4.400, a Forlì 65 su 4.500 e a Ravenna 56 su 1.900. Le «straordinariamente basse» cifre delle province di Forlì e Ravenna sono imputate all’«epidemia di comunisti, ribelli e banditi e alla forte influenza della propaganda nemica». I numeri di riferimento assoluti sono quelli delle liste del distretto militare che devono essere aggiornate in negativo poiché comprendevano ancora i prigionieri, gli internati, i caduti, i dispersi. Secondo l’amministrazione tedesca «le autorità italiane non [hanno] mai preso davvero serie e concrete misure punitive nell’attuazione» dell’obbligo di leva e «sebbene i capi delle province [abbiano] promesso di punire i renitenti con le misure più gravi (fucilazioni, arresto di chi non si presenta o dei loro parenti o sanzioni pecuniarie) il risultato dell’azione di polizia [è] piuttosto misero».A fronte di una popolazione ostile, la «lotta alle bande» inizia a costituire più che una questione di ordine interno, uno strumento di coesione tra i “fedeli” della RSI e tra questi e gli alleati nazisti.Nel mese di luglio, la MK 1006 rileva che l’«attività delle bande», ad esclusione dell’area forlivese, non ha subito sostanziali modifiche. Ciò è anche da imputarsi all’occupazione di diverse località con unità militari tedesche. Numerosi invece sono stati i casi di sabotaggio delle linee elettriche e ferroviarie, i saccheggi, gli incendi dolosi e gli attacchi a italiani. I nazisti pongono una netta distinzione tra «bande» contro le quali è possibile dover ingaggiare scontri armati e le azioni di sabotaggio che seppur fastidiose non sono destabilizzanti per le loro truppe. Negli attentati in pianura non sono ancora i soldati tedeschi a morire ma i fascisti. La resistenza ravennate costituisce un pericolo in primis per la sua capacità di creare consenso tra la popolazione, sollevare scioperi, sollecitare una resistenza sia passiva che attiva attraverso la solidità di una ampia rete clandestina e la frequenza di sabotaggi, ma non per le sue capacità offensive. Una manifestazione di ciò è la cosiddetta «battaglia del grano».Il 10 giugno il CLN ordina la sospensione della trebbiatura e un mese dopo, per ordine del triumvirato insurrezionale emiliano-romagnolo del PCI, vengono costituite le squadre di azione patriottica (SAP) che, come gruppi di appoggio ai GAP, hanno il compito di eseguire azioni di sabotaggio e, in particolare, «di impedire la requisizione del grano, degli altri prodotti agricoli e del bestiame» da parte dei tedeschi i quali, con la perdita dell’Ucraina inferta loro dall’esercito comunista russo, hanno dovuto affidarsi alle sole riserve alimentari dell’Italia settentrionale. Su richiesta del comando militare germanico viene istituito il 17 giugno 1944 sul territorio provinciale il «servizio di difesa del raccolto» che deve essere organizzato dai rispettivi podestà e commissari prefettizi con la collaborazione degli organi di polizia competenti per territorio e dai segretari politici o commissari dei fasci repubblicani. Si prevede la costituzione di squadre di 10 uomini e donne dai sentimenti politici favorevoli entro il 30 giugno.Nell’estate del 1944 dunque viene combattuta una vera e propria «battaglia del grano» nella quale si manifestano l’entità e la forza degli “schieramenti”. La popolazione dimostra, sia attivamente che passivamente, di propendere per il boicottaggio delle requisizioni di grano da parte di nazisti e fascisti. Tale ostracismo è svolto a partire dai contadini che costituiscono le SAP fino ai proprietari di terreni e trebbiatrici. Dal canto loro, i partigiani devono sottostare a disposizioni precise che vietano l’incendio dei barchi di grano a cui è da preferirsi il sabotaggio delle trebbiatrici sia per mantenere l’appoggio della popolazione, sia per circoscrivere gli episodi di matrice fascista architettati per far ricadere la colpa sui partigiani.Dato un simile contesto forse la strage del 19 luglio deve essere collegata anche all’uccisione del giorno prima del partigiano Walter Suzzi catturato proprio in seguito all’aggressione di due brigatisti di guardia a una mietitrebbia. Suzzi, durante la sua permanenza in federazione viene sottoposto a interrogatori tenuti dal console Guido Guidi che si avvale di torturatori molto convincenti. Sembra che Walter abbia pagato il proprio silenzio con la vita venendo poi ucciso il 18 luglio sul luogo stesso dell’azione da lui compiuta. La strage compiuta l’indomani a Villanova è condotta contro 3 uomini catturati nelle proprie abitazioni. Gustavo De Lauretis, dottore di Ravenna, Guglielmo Guerrini, meccanico di Bagnacavallo e Apollinare Zoli, operaio di Villanova.Il capo della provincia, Grazioli, in un rapporto del 28 luglio, spiega così l’uccisione del dottor De Lauretis, del meccanico Guglielmo Guerrini e dell’operaio Apolinnare Zoli compiuta da alcuni brigatisti ravennati il 19 luglio 1944 a Villanova di Bagnacavallo:«il 19 luglio nella frazione di Villanova di Bagnacavallo 10 elementi sovversivi incendiavano tre trebbiatrici. Per misura di repressione elementi del corpo ausiliario Camicie nere di Ravenna passavano per le armi in detta località Zoli Apollinare, bracciante, il dottor De Lauretis, e il meccanico Guerrini, sorpresi in possesso di armi».La sera del 19 luglio Ernesta Gaudenzi, passando davanti alla federazione fascista ravennate, vede un’auto ferma e il brigatista Anselmo Siboni spingervi dentro, a viva forza, il dottor De Lauretis che terrorizzato si aggrappa al parabrezzi, mentre il brigatista Antonio Capanna sta imperterrito seduto sull’automobile.Nello stesso momento il milite Carlo Troncossi, usciere della federazione, viene invitato dal brigatista Melandri, detto “Gnuclina”,  «a fare una passeggiata». Troncossi sale così su di un autocarro dove si trovano Giacomo Andreani ed altri militi. Il camion e la vettura su cui si trova De Lauretis partono in direzione di Bagnacavallo.Giunti in paese i brigatisti si dirigono immediatamente a casa di Gugliemo Guerrini per catturarlo. I vicini avvisano immediatamente la moglie Giuseppina Lorenzi che ha appena il tempo di corre sulla via per veder passare l’automobile sulla quale stanno Capanna e De Lauretis, seguita da un camioncino su cui si trova suo marito. Dopo l’arresto di Guerrini, Andreani si reca al comando tedesco e ne esce con un soldato. Insieme a questo e ai suoi uomini si porta a casa di Apollinare Zoli. La moglie Maria Zambeli, quando apre la porta vede tre sconosciuti che ordinando al marito, appena rientrato, di seguirli al comando tedesco. Si tratta di una menzogna per non destare sospetti, gli automezzi infatti si dirigono verso il cimitero di Villanova. Una volta raggiunto il luogo dell’esecuzione, ad eccezione di Troncossi e di un brigatista meridionale, tutti gli altri uomini scendono dai mezzi. Guglielmo Guerrini si aggrappa al milite Gamberini scongiurandolo di non ucciderlo. Gamberini gli risponde con una scarica di pistola mitragliatrice. Subito dopo Andreani e altri spararono col mitra anche su De Lauretis e Zoli. Risaliti sulle macchine, avendo notato che Guerrini si muove ancora, viene freddato da altri tre o quattro colpi di mitra. Troncossi rimane così profondamente impressionato che si rifiuta di prestare ulteriormente servizio alla federazione. L’uccisione del professor De Lauretis impressionerà vivamente l’opinione pubblica, data la sua notorietà di professionista colto e serio. «Le tre vittime non erano benviste ai fascisti. Il De Lauretis nel 1943 [era stato] accusato di connivenza coi partigiani, ma l’accusa, alquanto grave, non [aveva avuto] seguito». Aveva prestato soccorso a feriti inglesi che si trovavano in pineta e commentava sfavorevolmente il regime senza tuttavia svolgere attività politica. Il 19 luglio era rientrato, da Viserba dove era sfollato, per effettuare alcune visite presso il suo studio. Guerrini, dal canto suo, aveva i figli Gino e Luigi nelle formazioni partigiane. Quando Bulow sarà informato dell’eccidio si allarmerà ulteriormente nello scoprire che sull’elenco degli antifascisti da arrestare di cui dispone e che è copia di quello compilato dai fascisti, non compaiono i tre nomi degli uccisi.Nella memoria è rimasta la convinzione che la strage sia dovuta a un «intreccio di ragioni politiche e private, motivate forse anche dallo scopo di dare un esempio, ma anche da vendette personalistiche».La stessa sentenza contro Siboni Anselmo, ritenuto correo del delitto, definisce la strage una rappresaglia politica."
atlante_stragi,impiccagione,"Villanova di Bagnacavallo, 16 o 17.11.1944",1944-11-16,16 novembre 1944,Villanova di Bagnacavallo,44.4454299,12.0511341,Ravenna,Emilia-Romagna,Italia,nazifascisti,rappresaglia,4,"Tra il 25 e 26 ottobre 1944 la Brigata Nera della provincia di Ravenna ripiega al nord, ma una squadra di quindici brigatisti torna il 3 novembre «mettendosi a disposizione di un reparto tedesco e partecipando con questo ad azioni criminose, tra le quali l’impiccagione di Bandoli Antonio, Fantoni Fausto e Morelli Matteo». I tre uomini sono impiccati a Villanova per rappresaglia al ferimento di un ufficiale tedesco. Durante i preparativi, il brigatista Mazzotti Orchideo si dimostra «il più baldanzoso di tutti ed [è] visto con in mano la corda e un martello che [devono] servire all’impiccagione».Nel diario delle operazioni della 114ª Jäger Division viene registrato in data 17 novembre che:«come rappresaglia per l’attacco al capo di stato maggiore del reggimento 741 Jäger a Villanova sono stati impiccati tre partigiani [in realtà tre civili]».Prima dell'impiccagione, nel paese si è scatenato un rastrellamento che porta alla cattura di circa quaranta uomini trovati nelle proprie case all'ora di pranzo. Bandoli è a letto malato, mentre Fantoni è rientrato dal lavoro nella Todt"". Una parte degli uomini rastrellati viene liberata per l'intervento dei soldati che alloggiano nelle loro case o che, conoscendoli, ne garantiscono l'estraneità all'uccisione del camerata o la fedeltà al fascismo. Per altri è solo questione di fortuna. Sono selezionati dieci uomini a cui vengono fatti compiere i lavori necessari per l'allestimento delle forche. I tedeschi decido di impiccare quattro uomini mentre gli altri sei guarderanno l'esecuzione. Tra i quattro, oltre alle vittime, vi è Bagnari Francesco che riesce a togliersi il cappio e a buttarsi a capofitto sulla parte esterna dell'argine, sfuggendo ai colpi sparati contro di lui dai soldati tedeschi. L'esecuzione prosegue. Gli altri sei uomini sono liberati solo a patto che consegnino successivamente l'uomo che ha ucciso il militare nazista.Bandoli, Fantoni e Morelli sono lasciati appesi per tre giorni, dal giovedì al sabato pomeriggio. I soldati montano di guardia e impediscono anche ai parenti di avvicinarsi. Al sabato non viene concesso il funerale ordinario. Sono vietati cortei e la presenza del parroco."""
atlante_stragi,fucilazione,"Voltana, Lugo di Romagna, 13.08.1944",1944-08-13,13 agosto 1944,Voltana,44.4218314,11.9116835,Ravenna,Emilia-Romagna,Italia,nazifascisti,rastrellamento,6,"In agosto la popolazione mostra chiarissimi segni di insofferenza per il protrarsi della guerra. L’8 del mese Buffarini mette al corrente il duce di un suo colloquio con l’ambasciatore Rahn sulla situazione agricola di Ravenna, facendogli presente che sul raccolto granario dell’annata che aveva raggiunto 1.600.000 q.li le truppe tedesche prelevano 1.000 q.li al giorno; che esiste una produzione eccezionale di barbabietole di 3.000. 000 di q.li che andrà per i due terzi perduta per mancanza di carbone; che anche la frutta andrà perduta per mancanza di mezzi di trasporto dato che la prefettura ha un solo camion a disposizione. Nella stessa circostanza Buffarini fa «poi presente all’ambasciatore Rahn quanto avv[iene] in Romagna ad opera delle truppe operanti (saccheggi, furti, violenze ecc.)». Buffarini prosegue nella sua relazione al duce in questo modo: «[Rahn] mi ha detto che farà tutto presente al maresciallo Kesselring e mi ha pregato di riferirvi che avendo voi probabilmente occasione di vedere quest’ultimo vi compiacciate di rappresentarlo anche direttamente allo stesso».Il 1° settembre il capo della provincia Grazioli ravvisa un miglioramento nei rapporti con le truppe tedesche ma di fatto, nei confronti della popolazione, queste proseguono le razzie. Pur contraddicendosi Grazioli deve ammettere che «il comando militare germanico di Piazza praticamente non conta nulla perché i reparti fanno quello che vogliono. Mancando quindi un’autorità di indirizzo ogni comandante di presidio germanico si regola come meglio crede. Ad esempio si timbrano le carte di identità presso i comandi germanici, previo pagamento di una somma che va da 5 a 20 lire, a seconda delle disposizioni dei vari comandanti. Tale timbro non vale nulla perché poi nei rastrellamenti chi ne è in possesso viene ugualmente fermato e portato al lavoro obbligatorio».Se in agosto è ormai inequivocabile che i tedeschi usano la popolazione italiana come strumento strategico per proseguire la guerra e non si fanno scrupoli ad attuare i terribili bandi di Kesselring, è altresì chiaro che i primi a farsi scudo di queste disposizioni sono gli stessi fascisti. Da giugno a settembre si assiste ad un aumento dei casi di strage e omicidio mentre le azioni partigiane in luglio, agosto e settembre restano attorno alle 200 mensili, per dimezzarsi in ottobre. In agosto, in seguito all’avvicinarsi del fronte, il CUMER ordina l’intensificazione delle azioni di sabotaggio soprattutto per quanto riguarda le vie di comunicazione stradali e ferroviarie. Per i tedeschi diviene quindi costante il problema delle retrovie sicure al fine non solo di garantire rifornimenti di ogni genere, ma anche allo scopo di assicurarsi una veloce via di fuga. Sempre all’inizio di agosto, il CUMER incita all’uccisione degli «invasori», evidenziando come esistano ancora reparti che «evitano sistematicamente il combattimento con i tedeschi» anche laddove è possibile arrecare loro molte più perdite di quelle che i partigiani potrebbero subire». In merito a quest’ultimo punto, il CUMER sostiene che è estremamente strategico generalizzare la lotta contro il tedesco, perché solo in questo modo il nemico si renderà conto che le rappresaglie producono effetti contrari e inaspriscono la popolazione più che terrorizzarla. Allo stesso tempo, colpire i tedeschi significa colpire anche i fascisti i quali compiono crimini efferati a seguito della protezione tedesca.In questo contesto si inserisce la strage del 13 agosto.Il 13 agosto, alle prime luci dell’alba alcuni uomini della brigata nera di Ravenna, Faenza e Lugo insieme a militari tedeschi del reparto SS, eseguono un rastrellamento nel territorio di Voltana. L’operazione è stata organizzata in seguito all’uccisione, avvenuta l’8 agosto, del brigatista del posto, Gustavo Soldati, soprannominato “Piadena”.Nel corso della giornata sono catturati 5 uomini tra cui i Filippi, padre e figlio, e due donne, Edoarda Montanari, quale ostaggio per il fratello e una certa Soldato quale ostaggio per il marito. Mentre le due donne sono condotte in carcere a Ravenna, i 5 uomini, Angelo e Mario Filippi, Giulio Ghiselli, Saverio Grilli e Augusto Lolli, con raffiche di mitra , sono trucidati nel luogo in cui era stato ucciso una settimana prima “Piadena”."
atlante_stragi,fucilazione,"CAMPAGNOLA, 07.10.1944",1944-10-07,7 ottobre 1944,Campagnola,44.8411004,10.7593466,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rappresaglia,3,"Nella notte del 7 ottobre gappisti e sappisti disarmano il presidio della Brigata Nera di Campagnola. Come rappresaglia, una colonna di militi di Reggio e di soldati tedeschi (Div.Turkestan) di Novellara circondano il paese ed arrestano Pietro Battini ed il figlio Livio, uccidono entrambi mentre la loro casa viene data alle fiamme."
atlante_stragi,fucilazione,"Correggio, 16.03.1945",1945-03-16,16 marzo 1945,Correggio,44.7708574,10.7819083,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,2,"All’inizio di febbraio del 1945 la Resistenza modenese si adopera per superare le difficoltà dell’inverno e assestare i colpi decisivi alle forze occupanti. La Lotta di Liberazione si avvicina alla fase decisiva, ma è costretta a fare i conti con le violenze naziste e con i desideri vendicativi che animano i fascisti più intransigenti. Quando la 29° Panzer-Grenadierdivision si stanzia nella “Bassa” per un periodo di riposo, le Brigate Nere si sentono più protette e avviano una serie di operazioni anti-partigiane con l’obiettivo di infliggere colpi durissimi ai “traditori” della patria e dell’Asse. La “battaglia di Concordia” del 23-24 febbraio 1945 convince i sostenitori della Resistenza che lo scacco ai tedeschi e ai fascisti sia possibile, ma innesca nei difensori più radicali del littorio repubblicano la consapevolezza dell’imminente resa dei conti e stimola i sostenitori della lotta a oltranza a organizzare nuove operazioni repressive. Il 10 marzo 1945 i tedeschi dell’Orstkommandantur di Correggio (RE) effettuano un rastrellamento nel carpigiano: Mario Bompani, Ettore Giovanardi, Ferruccio Tusberti ed Enzo Cremonini vengono arrestati in due località diverse e finiscono detenuti nella sede del comando, dove vengono interrogati per sei giorni. Il 16 marzo 1945 Mario Bompani viene fucilato a Correggio, mentre il plotone d’esecuzione uccide Ettore Giovanardi e Ferruccio Tusberti al Ponte Nuovo di Santa Croce di Carpi. Il giorno successivo Enzo Cremonini subisce la stessa sorte nella medesima località."
atlante_stragi,fucilazione,"FOSDONDO, CORREGGIO, 25.01.1945",1945-01-25,25 gennaio 1945,Fosdondo-Via Bonacina,44.7875542,10.7346005,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,3,"Nell’ambito di una vasta azione di rastrellamento condotta da truppe tedesche e fasciste nella pianura al confine fra Correggio (RE) e Carpi (MO), elementi tedeschi sorprendono Vittorio Saltini (Toti), segretario PCI Reggio E. a casa propria e lo uccidono. Viene uccisa anche la sorella Vandina, intervenuta in sua difesa."
atlante_stragi,uccisione con armi da fuoco,"L’OLDO, CAMPEGINE, 14.07.1944",1944-07-14,14 luglio 1944,L’Oldo,44.7705555,10.5744655,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,5,"Nel corso di un rastrellamento compiuto da uomini della Questura di Reggio Emilia, vengono arrestati 4 uomini, sospettati di essere collegati con la Resistenza. A poca distanza dal paese vengono uccisi, simulando un tentativo di fuga."
atlante_stragi,fucilazione,"LEGORECCIO, VETTO, 17.11.1944",1944-11-17,17 novembre 1944,Legoreccio,44.4944695,10.385234,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,22,NULL
atlante_stragi,fucilazione,"Ponte Nuovo di Santa Croce, Carpi, 16-17.03.1945",1945-03-16,16 marzo 1945,"Ponte Nuovo, Santa Croce",44.7668267,10.8227202,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,4,"All’inizio di febbraio del 1945 la Resistenza modenese si adopera per superare le difficoltà dell’inverno e assestare i colpi decisivi alle forze occupanti. La Lotta di Liberazione si avvicina alla fase decisiva, ma è costretta a fare i conti con le violenze naziste e con i desideri vendicativi che animano i fascisti più intransigenti. Quando la 29° Panzer-Grenadierdivision si stanzia nella “Bassa” per un periodo di riposo, le Brigate Nere si sentono più protette e avviano una serie di operazioni anti-partigiane con l’obiettivo di infliggere colpi durissimi ai “traditori” della patria e dell’Asse. La “battaglia di Concordia” del 23-24 febbraio 1945 convince i sostenitori della Resistenza che lo scacco ai tedeschi e ai fascisti sia possibile, ma innesca nei difensori più radicali del littorio repubblicano la consapevolezza dell’imminente resa dei conti e stimola i sostenitori della lotta a oltranza a organizzare nuove operazioni repressive. Il 10 marzo 1945 i tedeschi dell’Orstkommandantur di Correggio (RE) effettuano un rastrellamento nel carpigiano: Mario Bompani, Ettore Giovanardi, Ferruccio Tusberti ed Enzo Cremonini vengono arrestati in due località diverse e finiscono detenuti nella sede del comando, dove vengono interrogati per sei giorni. Il 16 marzo 1945 Mario Bompani viene fucilato a Correggio, mentre il plotone d’esecuzione uccide Ettore Giovanardi e Ferruccio Tusberti al Ponte Nuovo di Santa Croce di Carpi. Il giorno successivo Enzo Cremonini subisce la stessa sorte nella medesima località."
atlante_stragi,fucilazione,"SAN PROSPERO CORREGGIO, 01.12.1944",1944-12-01,1 dicembre 1944,S.Prospero,44.767175,10.747231,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,6,"Dal 27 novembre al 3 dicembre si svolge un’azione di rastrellamento ad ampio raggio coordinata dal Comando tedesco di Reggio nella zona della bassa pianura fra le province di Reggio e Modena. Nel reggiano sono rastrellate le zone di Rolo, Fabbrico, Rio Saliceto, Correggio e S.Giovanni della Fossa. Il 1 dicembre a S.Prospero di Correggio sono catturati e fucilati 1 partigiano e 4 civili."
atlante_stragi,fucilazione,"VILLA BAGNO, REGGIO EMILIA, 05.03.1945",1945-03-05,5 marzo 1945,Villa Bagno,44.6567868,10.750744,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rappresaglia,3,"Una pattuglia fascista, in cerca del parroco del paese, arresta e fucila (nei pressi del cimitero) due civili sorpresi nei pressi della canonica."
atlante_stragi,fucilazione,"VILLA SESSO, REGGIO EMILIA, 17-21.12.1944",1944-12-17,17 dicembre 1944,Villa Sesso,44.7485449,10.6204856,Reggio Nell'Emilia,Emilia-Romagna,Italia,nazifascisti,rastrellamento,24,"Casa Manfredi a Villa Sesso era una delle basi della Resistenza reggiana, sede di riunioni dell’Intendenza, del Comando Piazza e del CLN provinciale. Vi era la sede operativa del Comando provinciale SAP. Un primo rastrellamento viene condotto nella notte del 16-17 dicembre. In casa Iotti sono sorpresi ad ascoltare Radio Londra 4 giovani resistenti che vengono fucilati, altre 7 persone sono condotte in carcere a Reggio. La casa viene saccheggiata e incendiata.La sera del 19 una pattuglia partigiana uccide 6 persone (informatore fascista con famigliari e amici).All’alba del 20 viene condotta una nuova azione di rastrellamento con forze tedesche e fasciste, furono colpite in particolare casa Manfredi e casa Miselli. Vennero arrestate 57 persone. Dopo interrogatori e torture sono fucilate 14 persone. Al termine dell’azione viene lasciato un presidio della Brigata Nera che il giorno seguente fucila altri 4 giovani catturati nei dintorni."
atlante_stragi,fucilazione,"BELLARIVA, RIMINI, 03.03.1944",1944-03-03,3 marzo 1944,Bellariva,44.0484727,12.6026584,Rimini,Emilia-Romagna,Italia,nazifascisti,punitivo,3,"La mattina del 3 marzo vengono fucilati per motivi non meglio precisati (diserzione o delazione) tre giovani Franco Tassinari, Domenico Gallegati, Lama Oriano, i primi due sono stati fucilati subito, del Lama non era arrivato l'ordine e non si sa che fine ha fatto. Gallegati apparteneva al 2° battaglione da fortificazioni da costa, di Tassinari non sono stati trovati documenti che attestano la sua appartenenza alle forze della Repubblica Sociale."
