origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione,NAME
last_letters,partigiano,"Gatto, Arturo",1944-09-23,23 settembre 1944,Poligono di tiro nazionale di Bologna,44.515773,11.303762,Bologna,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Arrestato dalla GNR a Bologna con tutti i membri del Comitato direttivo del Partito d'Azione cittadino (di cui faceva parte), Arturo Gatto viene processato dal 14 al 19 settembre. Condannato a morte, Verrà fucilato il mattino del 23 assieme ai suoi compagni, al poligono di tiro cittadino.","Gatto, Arturo"
last_letters,nn,"Vita Finzi, Alberto",1943-11-15,15 novembre 1943,Castello estense,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Rastrellato insieme a circa duecento civili per una rappresaglia contro l'uccisione del federale Igino Ghisellini, il 14 novembre 1943 Alberto Vita Finzi fu incarcerato come ostaggio nella caserma della milizia ferrarese. ","Vita Finzi, Alberto"
last_letters,partigiano,"Magri, Walter",1945-03-27,27 marzo 1945,Muro del cimitero di Poggio Renatico,44.761942,11.472186,Ferrara,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Catturato il 13 marzo 1944 da soldati tedeschi, fu poi consegnato ai fascisti dai quali fu trattenuto nel carcere di Ferrara e torturato.","Magri, Walter"
last_letters,partigiano,"Ticchioni, Ludovico",1945-02-14,14 febbraio 1945,Piazza di Codigoro,44.831842,12.105011,Ferrara,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Arrestato il 27 dicembre 1944 perchè sospettato di partecipare alla Resistenza, fu tenuto in carcere per 49 giorni fino al giorno dell'uccisione.","Ticchioni, Ludovico"
last_letters,partigiano,"Ticchioni, Ludovico",1945-02-14,14 febbraio 1945,Piazza di Codigoro,44.831842,12.105011,Ferrara,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Arrestato il 27 dicembre 1944 perchè sospettato di partecipare alla Resistenza, fu tenuto in carcere per 49 giorni fino al giorno dell'uccisione.","Ticchioni, Ludovico"
last_letters,nn,"Paulucci de Calboli Ginnasi, Gian Raniero",1944-08-14,14 agosto 1944,Muro esterno del cimitero di Terra del Sole ,44.182555,11.955011,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"In contatto con i dirigenti della resistenza forlivese, fu arrestato una prima volta nel luglio 1944 e una seconda il 12 agosto. In questa circostanza fu tradotto a Castrocaro dove fu torturato fino al processo sommario.","Paulucci de Calboli Ginnasi, Gian Raniero"
last_letters,nn,"Paulucci de Calboli Ginnasi, Gian Raniero",1944-08-14,14 agosto 1944,Muro esterno del cimitero di Terra del Sole ,44.182555,11.955011,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"In contatto con i dirigenti della resistenza forlivese, fu arrestato una prima volta nel luglio 1944 e una seconda il 12 agosto. In questa circostanza fu tradotto a Castrocaro dove fu torturato fino al processo sommario.","Paulucci de Calboli Ginnasi, Gian Raniero"
last_letters,partigiano,"Auregli, Amilcare",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Amilcare Auregli fu prelevato nella piazza del paese e selvaggiamente percosso poichè aveva tentato di opporre resistenza.","Auregli, Amilcare"
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione.","Degno, Walter"
last_letters,partigiano,"Poggi, Pier Luigi",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I due fratelli Poggi, Silvio e Pier Luigi, erano renitenti alla leva e furono prelevati direttamente da casa propria e condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Poggi, Pier Luigi"
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione.","Degno, Walter"
last_letters,partigiano,"Auregli, Amilcare",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Amilcare Auregli fu prelevato nella piazza del paese e selvaggiamente percosso poichè aveva tentato di opporre resistenza.","Auregli, Amilcare"
last_letters,nn,"Balugani, Giuseppe",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Giuseppe"
last_letters,nn,"Balugani, Giuseppe",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Giuseppe"
last_letters,nn,"Balugani, Pietro",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Pietro"
last_letters,nn,"Balugani, Pietro",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Pietro"
last_letters,nn,"Balugani, Pietro",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Pietro"
last_letters,nn,"Balugani, Pietro",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Balugani, Pietro"
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione.","Degno, Walter"
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione.","Degno, Walter"
last_letters,partigiano,"Poggi, Pier Luigi",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I due fratelli Poggi, Silvio e Pier Luigi, erano renitenti alla leva e furono prelevati direttamente da casa propria e condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Poggi, Pier Luigi"
last_letters,partigiano,"Poggi, Silvio",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I due fratelli Poggi, Silvio e Pier Luigi, erano renitenti alla leva e furono prelevati direttamente da casa propria e condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione.","Poggi, Silvio"
last_letters,partigiano,"Martelli, Walter",1944-03-29,29 marzo 1944,Forte Urbano,44.600584,11.043701,Modena,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Catturato a Vetriola di Montefiorino e condotto nelle carceri di Pavullo, venne qui in contatto con Egidio Montecchi, catturato in località Pozzaccia di Montorso-Pavullo, e nove giovani arrestati quali renitenti. Tutti i prigionieri furono processati dal Tribunale militare di Bologna.","Martelli, Walter"
last_letters,partigiano,"Martelli, Walter",1944-03-29,29 marzo 1944,Forte Urbano,44.600584,11.043701,Modena,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Catturato a Vetriola di Montefiorino e condotto nelle carceri di Pavullo, venne qui in contatto con Egidio Montecchi, catturato in località Pozzaccia di Montorso-Pavullo, e nove giovani arrestati quali renitenti. Tutti i prigionieri furono processati dal Tribunale militare di Bologna.","Martelli, Walter"
last_letters,nn,"Pattarozzi, Massimo",1944-03-29,29 marzo 1944,Forte Urbano,44.600584,11.043701,Modena,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Dopo aver partecipato a una sparatoria con una pattuglia fascista a Selva di Montespecchio, Massimo Pattarozzi, insieme alla maggior parte dei giovani con cui sarebbe stato poi fucilato,  si recò a un incontro con il parroco della canonica di Renno e i due partigiani Mario Ricci e Mario Marfella. Nonostante i consigli di questi ultimi, i giovani renitenti decisero di tornare alle loro case. Di lì a breve furono tutti arrestati e condotti nelle carceri di Pavullo dove si trovavano Già rinchiusi Walter Martelli ed Egidio Montecchi. Gli undici giovani furono processati dal Tribunale militare di Bologna.","Pattarozzi, Massimo"
last_letters,nn,"Pattarozzi, Massimo",1944-03-29,29 marzo 1944,Forte Urbano,44.600584,11.043701,Modena,Emilia-Romagna,Italia,fascisti,colpo di pistola,1,"Dopo aver partecipato a una sparatoria con una pattuglia fascista a Selva di Montespecchio, Massimo Pattarozzi, insieme alla maggior parte dei giovani con cui sarebbe stato poi fucilato,  si recò a un incontro con il parroco della canonica di Renno e i due partigiani Mario Ricci e Mario Marfella. Nonostante i consigli di questi ultimi, i giovani renitenti decisero di tornare alle loro case. Di lì a breve furono tutti arrestati e condotti nelle carceri di Pavullo dove si trovavano Già rinchiusi Walter Martelli ed Egidio Montecchi. Gli undici giovani furono processati dal Tribunale militare di Bologna.","Pattarozzi, Massimo"
last_letters,partigiano,"Ulivi, Giacomo",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,Il 30 ottobre 1944 Giacomo Ulivi fu arrestato dalla Brigata Nera in via Farini e condotto nelle carceri dell'Accademia Militare che a quel tempo era sede del 42° Comando Provinciale della RSI. Fu sottoposto ad estenuanti interrogatori e sevizie fino a quando non venne selezionato per l'attuazione di una rappresaglia fascista.,"Ulivi, Giacomo"
last_letters,partigiano,"Po, Emilio",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Arrestato l'8 novembre 1944 in via S. Vincenzo, nel locale dove preparava esplosivi, fu condotto nella ex Accademia militare e torturato fino all'esecuzione avvenuta il 10 novembre.","Po, Emilio"
last_letters,partigiano,"Po, Emilio",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Arrestato l'8 novembre 1944 in via S. Vincenzo, nel locale dove preparava esplosivi, fu condotto nella ex Accademia militare e torturato fino all'esecuzione avvenuta il 10 novembre.","Po, Emilio"
last_letters,partigiano,"Po, Emilio",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"Arrestato l'8 novembre 1944 in via S. Vincenzo, nel locale dove preparava esplosivi, fu condotto nella ex Accademia militare e torturato fino all'esecuzione avvenuta il 10 novembre.","Po, Emilio"
last_letters,partigiano,"Ulivi, Giacomo",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,Il 30 ottobre 1944 Giacomo Ulivi fu arrestato dalla Brigata Nera in via Farini e condotto nelle carceri dell'Accademia Militare che a quel tempo era sede del 42° Comando Provinciale della RSI. Fu sottoposto ad estenuanti interrogatori e sevizie fino a quando non venne selezionato per l'attuazione di una rappresaglia fascista.,"Ulivi, Giacomo"
last_letters,partigiano,"Ulivi, Giacomo",1944-11-10,10 novembre 1944,Piazza Grande,44.64599,10.925903,Modena,Emilia-Romagna,Italia,fascisti,fucilazione,1,Il 30 ottobre 1944 Giacomo Ulivi fu arrestato dalla Brigata Nera in via Farini e condotto nelle carceri dell'Accademia Militare che a quel tempo era sede del 42° Comando Provinciale della RSI. Fu sottoposto ad estenuanti interrogatori e sevizie fino a quando non venne selezionato per l'attuazione di una rappresaglia fascista.,"Ulivi, Giacomo"
